division,breed,sex,pts1,pts2,pts3,pts4,pts5
12,Mudik,Dog,2,3,4,5,6
12,Mudik,Bitch,2,3,4,5,6
12,Norwegian Buhunds,Dog,2,3,4,5,6
12,Norwegian Buhunds,Bitch,2,3,4,5,6
12,Old English Sheepdogs,Dog,2,3,4,5,6
12,Old English Sheepdogs,Bitch,2,3,4,5,6
12,Pembroke Welsh Corgis,Dog,2,3,4,5,6
12,Pembroke Welsh Corgis,Bitch,2,3,4,5,6
12,Polish Lowland Sheepdogs,Dog,2,3,4,5,6
12,Polish Lowland Sheepdogs,Bitch,2,3,4,5,6
12,Pulik,Dog,2,3,4,5,6
12,Pulik,Bitch,2,3,4,5,6
12,Pumik,Dog,2,3,4,5,6
12,Pumik,Bitch,2,3,4,5,6
12,Pyrenean Shepherds,Dog,2,3,4,5,6
12,Pyrenean Shepherds,Bitch,2,3,4,5,6
12,Shetland Sheepdogs,Dog,2,3,4,5,6
12,Shetland Sheepdogs,Bitch,2,3,4,5,6
12,Spanish Water Dogs,Dog,2,3,4,5,6
12,Spanish Water Dogs,Bitch,2,3,4,5,6
13,Swedish Vallhunds,Dog,2,3,4,5,6
13,Swedish Vallhunds,Bitch,2,3,4,5,6
13,ALL OTHER BREEDS AND VARIETIES,Dog,2,3,4,5,6
13,ALL OTHER BREEDS AND VARIETIES,Bitch,2,3,4,5,6
13,Barbets,Dog,2,3,4,5,6
13,Barbets,Bitch,2,3,4,5,6
13,Bracchi Italiani,Dog,2,3,4,5,6
13,Bracchi Italiani,Bitch,2,3,4,5,6
13,Brittanys,Dog,2,3,4,5,6
13,Brittanys,Bitch,2,3,4,5,6
13,Lagotti Romagnoli,Dog,2,3,4,5,6
13,Lagotti Romagnoli,Bitch,2,3,4,5,6
13,Nederlandse Kooikerhondjes,Dog,2,3,4,5,6
13,Nederlandse Kooikerhondjes,Bitch,2,3,4,5,6
13,Pointers,Dog,2,3,4,5,6
13,Pointers,Bitch,2,3,4,5,6
13,Pointers (German Shorthaired),Dog,2,3,4,5,6
13,Pointers (German Shorthaired),Bitch,2,4,5,6,7
13,Pointers (German Wirehaired),Dog,2,3,4,5,6
13,Pointers (German Wirehaired),Bitch,2,3,4,5,7
13,Retrievers (Chesapeake Bay),Dog,2,3,4,5,6
13,Retrievers (Chesapeake Bay),Bitch,2,3,4,5,6
13,Retrievers (Curly-Coated),Dog,2,3,4,5,6
13,Retrievers (Curly-Coated),Bitch,2,3,4,5,6
13,Retrievers (Flat-Coated),Dog,2,3,4,5,6
13,Retrievers (Flat-Coated),Bitch,2,3,4,5,6
13,Retrievers (Golden),Dog,2,5,8,9,11
13,Retrievers (Golden),Bitch,2,7,11,13,17
13,Retrievers (Labrador),Dog,2,6,9,11,14
13,Retrievers (Labrador),Bitch,2,7,12,15,21
13,Retrievers (Nova Scotia Duck Tolling),Dog,2,3,4,5,6
13,Retrievers (Nova Scotia Duck Tolling),Bitch,2,3,4,5,6
13,Setters (English),Dog,2,3,4,5,6
13,Setters (English),Bitch,2,3,4,5,6
13,Setters (Gordon),Dog,2,3,4,5,6
13,Setters (Gordon),Bitch,2,3,4,5,6
13,Setters (Irish),Dog,2,3,4,5,6
13,Setters (Irish),Bitch,2,5,7,8,9
13,Setters (Irish Red and White),Dog,2,3,4,5,6
13,Setters (Irish Red and White),Bitch,2,3,4,5,6
13,Spaniels (American Water),Dog,2,3,4,5,6
13,Spaniels (American Water),Bitch,2,3,4,5,6
13,Spaniels (Boykin),Dog,2,3,4,5,6
13,Spaniels (Boykin),Bitch,2,3,4,5,6
13,Spaniels (Clumber),Dog,2,3,4,5,6
13,Spaniels (Clumber),Bitch,2,3,4,5,6
13,Spaniels (Cocker) Black,Dog,2,3,4,5,6
13,Spaniels (Cocker) Black,Bitch,2,3,4,5,6
13,Spaniels (Cocker) ASCOB,Dog,2,3,4,5,6
13,Spaniels (Cocker) ASCOB,Bitch,2,3,4,5,7
13,Spaniels (Cocker) Parti,Dog,2,3,4,5,6
13,Spaniels (Cocker) Parti,Bitch,2,3,4,5,6
13,Spaniels (English Cocker),Dog,2,3,4,5,7
13,Spaniels (English Cocker),Bitch,2,3,4,5,7
13,Spaniels (English Springer),Dog,2,3,4,5,6
13,Spaniels (English Springer),Bitch,2,3,4,5,6
13,Spaniels (Field),Dog,2,3,4,5,6
13,Spaniels (Field),Bitch,2,3,4,5,6
13,Spaniels (Irish Water),Dog,2,3,4,5,6
13,Spaniels (Irish Water),Bitch,2,3,4,5,6
13,Spaniels (Sussex),Dog,2,3,4,5,6
13,Spaniels (Sussex),Bitch,2,3,4,5,6
13,Spaniels (Welsh Springer),Dog,2,3,4,5,6
13,Spaniels (Welsh Springer),Bitch,2,3,4,5,6
13,Spinoni Italiani,Dog,2,3,4,5,6
13,Spinoni Italiani,Bitch,2,3,4,5,6
13,Vizslas,Dog,2,4,6,7,9
13,Vizslas,Bitch,2,4,5,6,8
13,Weimaraners,Dog,2,3,4,5,6
13,Weimaraners,Bitch,2,3,4,5,7
13,Wirehaired Pointing Griffons,Dog,2,3,4,5,6
13,Wirehaired Pointing Griffons,Bitch,2,3,4,5,6
13,Wirehaired Vizslas,Dog,2,3,4,5,6
13,Wirehaired Vizslas,Bitch,2,3,4,5,6
13,Afghan Hounds,Dog,2,3,4,5,6
13,Afghan Hounds,Bitch,2,3,4,5,6
13,American English Coonhounds,Dog,2,3,4,5,6
13,American English Coonhounds,Bitch,2,3,4,5,6
13,American Foxhounds,Dog,2,3,4,5,6
13,American Foxhounds,Bitch,2,3,4,5,6
13,Azawakhs,Dog,2,3,4,5,6
13,Azawakhs,Bitch,2,3,4,5,6
13,Basenjis,Dog,2,3,4,5,7
13,Basenjis,Bitch,2,3,4,5,6
13,Basset Hounds,Dog,2,3,4,5,7
13,Basset Hounds,Bitch,2,3,4,5,8
13,Black and Tan Coonhounds,Dog,2,3,4,5,6
13,Black and Tan Coonhounds,Bitch,2,3,4,5,6
13,Bloodhounds,Dog,2,3,4,5,6
13,Bloodhounds,Bitch,2,3,4,5,6
13,Bluetick Coonhounds,Dog,2,3,4,5,6
13,Bluetick Coonhounds,Bitch,2,3,4,5,6
13,Borzois,Dog,2,4,6,7,10
13,Borzois,Bitch,2,4,6,9,15
13,Cirnechi dell’Etna,Dog,2,3,4,5,6
13,Cirnechi dell’Etna,Bitch,2,3,4,5,6
13,Dachshunds (Longhaired),Dog,2,3,4,5,6
13,Dachshunds (Longhaired),Bitch,2,3,4,6,10
13,Dachshunds (Smooth),Dog,2,3,4,5,6
13,Dachshunds (Smooth),Bitch,2,3,4,5,8
13,Dachshunds (Wirehaired),Dog,2,3,4,5,6
13,Dachshunds (Wirehaired),Bitch,2,3,4,5,6
13,English Foxhounds,Dog,2,3,4,5,6
13,English Foxhounds,Bitch,2,3,4,5,6
13,Grand Basset Griffon Vendeens,Dog,2,3,4,5,6
13,Grand Basset Griffon Vendeens,Bitch,2,3,4,5,6
13,Greyhounds,Dog,2,3,4,5,6
13,Greyhounds,Bitch,2,3,4,5,7
13,Harriers,Dog,2,3,4,5,6
13,Harriers,Bitch,2,3,4,5,6
13,Ibizan Hounds,Dog,2,3,4,5,6
13,Ibizan Hounds,Bitch,2,3,4,5,6
13,Irish Wolfhounds,Dog,2,3,4,5,6
13,Irish Wolfhounds,Bitch,2,3,4,5,6
13,Norwegian Elkhounds,Dog,2,3,4,5,6
13,Norwegian Elkhounds,Bitch,2,3,4,5,6
13,Otterhounds,Dog,2,3,4,5,6
13,Otterhounds,Bitch,2,3,4,5,6
13,Petits Bassets Griffons Vendeens,Dog,2,3,4,5,6
13,Petits Bassets Griffons Vendeens,Bitch,2,3,4,5,6
13,Pharaoh Hounds,Dog,2,3,4,5,6
13,Pharaoh Hounds,Bitch,2,3,4,5,6
13,Plott Hounds,Dog,2,3,4,5,6
13,Plott Hounds,Bitch,2,3,4,5,6
13,Portuguese Podengo Pequenos,Dog,2,3,4,5,6
13,Portuguese Podengo Pequenos,Bitch,2,3,4,5,6
13,Redbone Coonhounds,Dog,2,3,4,5,6
13,Redbone Coonhounds,Bitch,2,3,4,5,6
13,Rhodesian Ridgebacks,Dog,2,4,5,7,10
13,Rhodesian Ridgebacks,Bitch,2,6,10,11,14
13,Salukis,Dog,2,3,4,5,6
13,Salukis,Bitch,2,4,6,7,8
13,Scottish Deerhounds,Dog,2,3,4,5,6
13,Scottish Deerhounds,Bitch,2,3,4,5,6
13,Sloughis,Dog,2,3,4,5,6
13,Sloughis,Bitch,2,3,4,5,6
13,Treeing Walker Coonhounds,Dog,2,3,4,5,6
13,Treeing Walker Coonhounds,Bitch,2,3,4,5,6
13,Whippets,Dog,2,4,5,7,10
13,Whippets,Bitch,2,6,9,11,14
13,Akitas,Dog,2,3,4,5,6
13,Akitas,Bitch,2,3,4,5,6
13,Alaskan Malamutes,Dog,2,3,4,5,6
13,Alaskan Malamutes,Bitch,2,3,4,5,6
13,Anatolian Shepherd Dogs,Dog,2,3,4,5,6
13,Anatolian Shepherd Dogs,Bitch,2,3,4,5,6
13,Bernese Mountain Dogs,Dog,2,3,4,7,12
13,Bernese Mountain Dogs,Bitch,2,5,8,10,14
13,Black Russian Terriers,Dog,2,3,4,5,6
13,Black Russian Terriers,Bitch,2,3,4,5,6
13,Boerboels,Dog,2,3,4,5,6
13,Boerboels,Bitch,2,3,4,5,6
13,Boxers,Dog,2,4,5,7,12
13,Boxers,Bitch,2,4,5,9,15
13,Bullmastiffs,Dog,2,3,4,5,6
13,Bullmastiffs,Bitch,2,3,4,5,8
13,Cane Corso,Dog,2,3,4,5,6
13,Cane Corso,Bitch,2,4,5,6,7
13,Chinooks,Dog,2,3,4,5,6
13,Chinooks,Bitch,2,3,4,5,6
13,Danish-Swedish Farmdogs,Dog,2,3,4,5,6
13,Danish-Swedish Farmdogs,Bitch,2,3,4,5,6
13,Doberman Pinschers,Dog,2,4,6,7,9
13,Doberman Pinschers,Bitch,2,6,9,11,15
13,Dogo Argentinos,Dog,2,3,4,5,6
13,Dogo Argentinos,Bitch,2,3,4,5,6
13,Dogues de Bordeaux,Dog,2,3,4,5,6
13,Dogues de Bordeaux,Bitch,2,3,4,5,6
13,German Pinschers,Dog,2,3,4,5,6
13,German Pinschers,Bitch,2,3,4,5,6
13,Giant Schnauzers,Dog,2,3,4,5,6
13,Giant Schnauzers,Bitch,2,3,4,5,6
13,Great Danes,Dog,2,3,5,7,10
13,Great Danes,Bitch,2,5,8,10,15
13,Great Pyrenees,Dog,2,3,4,5,6
13,Great Pyrenees,Bitch,2,3,4,5,6
13,Greater Swiss Mountain Dogs,Dog,2,3,4,5,7
13,Greater Swiss Mountain Dogs,Bitch,2,3,4,5,8
13,Komondorok,Dog,2,3,4,5,6
13,Komondorok,Bitch,2,3,4,5,6
13,Kuvaszok,Dog,2,3,4,5,6
13,Kuvaszok,Bitch,2,3,4,5,6
13,Leonbergers,Dog,2,3,4,5,6
13,Leonbergers,Bitch,2,3,4,5,6
13,Mastiffs,Dog,2,3,4,5,6
13,Mastiffs,Bitch,2,3,4,5,6
13,Neapolitan Mastiffs,Dog,2,3,4,5,6
13,Neapolitan Mastiffs,Bitch,2,3,4,5,6
13,Newfoundlands,Dog,2,3,4,5,6
13,Newfoundlands,Bitch,2,3,4,5,7
13,Portuguese Water Dogs,Dog,2,3,4,5,6
13,Portuguese Water Dogs,Bitch,2,3,4,5,6
13,Rottweilers,Dog,2,3,4,5,6
13,Rottweilers,Bitch,2,5,7,8,10
13,St. Bernards,Dog,2,3,4,5,6
13,St. Bernards,Bitch,2,3,4,5,6
13,Samoyeds,Dog,2,3,4,5,7
13,Samoyeds,Bitch,2,4,6,10,16
13,Siberian Huskies,Dog,2,4,6,7,8
13,Siberian Huskies,Bitch,2,4,6,7,9
13,Standard Schnauzers,Dog,2,3,4,5,6
13,Standard Schnauzers,Bitch,2,3,4,5,6
13,Tibetan Mastiffs,Dog,2,3,4,5,6
13,Tibetan Mastiffs,Bitch,2,3,4,5,6
13,Airedale Terriers,Dog,2,3,4,5,6
13,Airedale Terriers,Bitch,2,3,4,5,6
13,American Hairless Terriers,Dog,2,3,4,5,6
13,American Hairless Terriers,Bitch,2,3,4,5,6
13,American Staffordshire Terriers,Dog,2,3,4,5,6
13,American Staffordshire Terriers,Bitch,2,3,4,5,6
13,Australian Terriers,Dog,2,3,4,5,6
13,Australian Terriers,Bitch,2,3,4,5,6
13,Bedlington Terriers,Dog,2,3,4,5,6
13,Bedlington Terriers,Bitch,2,3,4,5,6
13,Border Terriers,Dog,2,3,4,5,6
13,Border Terriers,Bitch,2,3,4,5,6
13,Bull Terriers (Colored),Dog,2,3,4,5,6
13,Bull Terriers (Colored),Bitch,2,3,4,5,6
13,Bull Terriers (White),Dog,2,3,4,5,6
13,Bull Terriers (White),Bitch,2,3,4,5,6
13,Cairn Terriers,Dog,2,3,4,5,6
13,Cairn Terriers,Bitch,2,3,4,5,7
13,Cesky Terriers,Dog,2,3,4,5,6
13,Cesky Terriers,Bitch,2,3,4,5,6
13,Dandie Dinmont Terriers,Dog,2,3,4,5,6
13,Dandie Dinmont Terriers,Bitch,2,3,4,5,6
13,Fox Terriers (Smooth),Dog,2,3,4,5,6
13,Fox Terriers (Smooth),Bitch,2,3,4,5,6
13,Fox Terriers (Wire),Dog,2,3,4,5,6
13,Fox Terriers (Wire),Bitch,2,3,4,5,6
13,Glen of Imaal Terriers,Dog,2,3,4,5,6
13,Glen of Imaal Terriers,Bitch,2,3,4,5,6
13,Irish Terriers,Dog,2,3,4,5,6
13,Irish Terriers,Bitch,2,3,4,5,6
13,Kerry Blue Terriers,Dog,2,3,4,5,6
13,Kerry Blue Terriers,Bitch,2,3,4,5,6
13,Lakeland Terriers,Dog,2,3,4,5,6
13,Lakeland Terriers,Bitch,2,3,4,5,6
13,Manchester Terriers (Standard),Dog,2,3,4,5,6
13,Manchester Terriers (Standard),Bitch,2,3,4,5,6
13,Miniature Bull Terriers,Dog,2,3,4,5,6
13,Miniature Bull Terriers,Bitch,2,3,4,5,6
13,Miniature Schnauzers,Dog,2,3,4,5,6
13,Miniature Schnauzers,Bitch,2,3,4,5,7
13,Norfolk Terriers,Dog,2,3,4,5,6
13,Norfolk Terriers,Bitch,2,3,4,5,6
13,Norwich Terriers,Dog,2,3,4,5,6
13,Norwich Terriers,Bitch,2,3,4,5,6
13,Parson Russell Terriers,Dog,2,3,4,5,6
13,Parson Russell Terriers,Bitch,2,3,4,5,6
13,Rat Terriers,Dog,2,3,4,5,6
13,Rat Terriers,Bitch,2,3,4,5,6
13,Russell Terriers,Dog,2,3,4,5,6
13,Russell Terriers,Bitch,2,3,4,5,6
13,Scottish Terriers,Dog,2,3,4,5,6
13,Scottish Terriers,Bitch,2,3,4,5,7
13,Sealyham Terriers,Dog,2,3,4,5,6
13,Sealyham Terriers,Bitch,2,3,4,5,6
13,Skye Terriers,Dog,2,3,4,5,6
13,Skye Terriers,Bitch,2,3,4,5,6
13,Soft Coated Wheaten Terriers,Dog,2,3,4,5,6
13,Soft Coated Wheaten Terriers,Bitch,2,3,4,5,6
13,Staffordshire Bull Terriers,Dog,2,3,4,5,6
13,Staffordshire Bull Terriers,Bitch,2,3,5,6,8
13,Welsh Terriers,Dog,2,3,4,5,6
13,Welsh Terriers,Bitch,2,3,4,5,6
13,West Highland White Terriers,Dog,2,3,4,5,6
13,West Highland White Terriers,Bitch,2,3,4,5,6
13,Affenpinschers,Dog,2,3,4,5,6
13,Affenpinschers,Bitch,2,3,4,5,6
13,Biewer Terriers,Dog,2,3,4,5,6
13,Biewer Terriers,Bitch,2,3,4,5,6
13,Brussels Griffons,Dog,2,3,4,5,6
13,Brussels Griffons,Bitch,2,3,4,5,7
13,Cavalier King Charles Spaniels,Dog,2,5,7,8,10
13,Cavalier King Charles Spaniels,Bitch,2,5,8,10,14
13,Chihuahuas (Long Coat),Dog,2,3,4,5,6
13,Chihuahuas (Long Coat),Bitch,2,4,5,6,9
13,Chihuahuas (Smooth Coat),Dog,2,3,4,5,6
13,Chihuahuas (Smooth Coat),Bitch,2,3,4,5,7
13,Chinese Crested,Dog,2,3,4,5,6
13,Chinese Crested,Bitch,2,3,4,5,7
13,English Toy Spaniels (Blenheim & Prince Charles),Dog,2,3,4,5,6
13,English Toy Spaniels (Blenheim & Prince Charles),Bitch,2,3,4,5,6
13,English Toy Spaniels (King Charles & Ruby),Dog,2,3,4,5,6
13,English Toy Spaniels (King Charles & Ruby),Bitch,2,3,4,5,6
13,Havanese,Dog,2,3,4,5,6
13,Havanese,Bitch,2,4,5,6,7
13,Italian Greyhounds,Dog,2,3,4,5,6
13,Italian Greyhounds,Bitch,2,3,4,5,6
13,Japanese Chin,Dog,2,3,4,5,6
13,Japanese Chin,Bitch,2,3,4,5,7
13,Maltese,Dog,2,3,4,5,6
13,Maltese,Bitch,2,3,4,5,7
13,Manchester Terriers (Toy),Dog,2,3,4,5,6
13,Manchester Terriers (Toy),Bitch,2,3,4,5,6
13,Miniature Pinschers,Dog,2,3,4,5,6
13,Miniature Pinschers,Bitch,2,3,4,5,6
13,Papillons,Dog,2,3,4,5,7
13,Papillons,Bitch,2,4,6,7,10
13,Pekingese,Dog,2,3,4,5,6
13,Pekingese,Bitch,2,3,4,5,6
13,Pomeranians,Dog,2,3,4,5,7
13,Pomeranians,Bitch,2,4,5,6,7
13,Poodles (Toy),Dog,2,3,4,5,6
13,Poodles (Toy),Bitch,2,3,4,5,6
13,Pugs,Dog,2,3,4,5,7
13,Pugs,Bitch,2,4,6,7,9
13,Russian Toys,Dog,2,3,4,5,6
13,Russian Toys,Bitch,2,3,4,5,6
13,Shih Tzu,Dog,2,3,4,5,6
13,Shih Tzu,Bitch,2,4,6,7,8
13,Silky Terriers,Dog,2,3,4,5,6
13,Silky Terriers,Bitch,2,3,4,5,6
13,Toy Fox Terriers,Dog,2,3,4,5,6
13,Toy Fox Terriers,Bitch,2,3,4,5,6
13,Yorkshire Terriers,Dog,2,3,4,5,6
13,Yorkshire Terriers,Bitch,2,4,6,7,8
13,American Eskimo Dogs,Dog,2,3,4,5,6
13,American Eskimo Dogs,Bitch,2,3,4,5,6
13,Bichons Frises,Dog,2,3,4,5,6
13,Bichons Frises,Bitch,2,3,4,5,6
13,Boston Terriers,Dog,2,3,4,5,6
13,Boston Terriers,Bitch,2,4,5,7,11
13,Bulldogs,Dog,2,4,6,7,8
13,Bulldogs,Bitch,2,5,8,10,15
13,Chinese Shar-Pei,Dog,2,3,4,5,6
13,Chinese Shar-Pei,Bitch,2,3,4,5,6
13,Chow Chows,Dog,2,3,4,5,6
13,Chow Chows,Bitch,2,3,4,5,6
13,Coton de Tulear,Dog,2,3,4,5,6
13,Coton de Tulear,Bitch,2,3,4,5,6
13,Dalmatians,Dog,2,3,4,5,6
13,Dalmatians,Bitch,2,3,4,5,6
13,Finnish Spitz,Dog,2,3,4,5,6
13,Finnish Spitz,Bitch,2,3,4,5,6
13,French Bulldogs,Dog,2,6,9,10,13
13,French Bulldogs,Bitch,2,6,9,11,15
13,Keeshonden,Dog,2,3,4,5,6
13,Keeshonden,Bitch,2,3,4,5,7
13,Lhasa Apsos,Dog,2,3,4,5,6
13,Lhasa Apsos,Bitch,2,3,4,5,6
13,Lowchen,Dog,2,3,4,5,6
13,Lowchen,Bitch,2,3,4,5,6
13,Norwegian Lundehunds,Dog,2,3,4,5,6
13,Norwegian Lundehunds,Bitch,2,3,4,5,6
13,Poodles (Miniature),Dog,2,3,4,5,6
13,Poodles (Miniature),Bitch,2,3,4,5,6
13,Poodles (Standard),Dog,2,3,4,5,7
13,Poodles (Standard),Bitch,2,5,8,9,10
13,Schipperkes,Dog,2,3,4,5,6
13,Schipperkes,Bitch,2,3,4,5,6
13,Shiba Inu,Dog,2,3,4,5,6
13,Shiba Inu,Bitch,2,3,4,5,7
13,Tibetan Spaniels,Dog,2,3,4,5,7
13,Tibetan Spaniels,Bitch,2,3,4,5,6
13,Tibetan Terriers,Dog,2,3,4,5,6
13,Tibetan Terriers,Bitch,2,3,4,5,6
13,Xoloitzcuintli,Dog,2,3,4,5,6
13,Xoloitzcuintli,Bitch,2,3,4,5,6
13,Australian Cattle Dogs,Dog,2,3,4,5,6
13,Australian Cattle Dogs,Bitch,2,3,4,5,7
13,Australian Shepherds,Dog,2,4,6,7,9
13,Australian Shepherds,Bitch,2,5,8,10,14
13,Bearded Collies,Dog,2,3,4,5,6
13,Bearded Collies,Bitch,2,3,4,5,6
13,Beaucerons,Dog,2,3,4,5,6
13,Beaucerons,Bitch,2,3,4,5,6
13,Belgian Laekenois,Dog,2,3,4,5,6
13,Belgian Laekenois,Bitch,2,3,4,5,6
13,Belgian Malinois,Dog,2,3,4,5,6
13,Belgian Malinois,Bitch,2,3,4,5,6
13,Belgian Sheepdogs,Dog,2,3,4,5,6
13,Belgian Sheepdogs,Bitch,2,3,4,5,6
13,Belgian Tervuren,Dog,2,3,4,5,6
13,Belgian Tervuren,Bitch,2,3,4,5,6
13,Bergamasco Sheepdogs,Dog,2,3,4,5,6
13,Bergamasco Sheepdogs,Bitch,2,3,4,5,6
13,Berger Picards,Dog,2,3,4,5,6
13,Berger Picards,Bitch,2,3,4,5,6
13,Border Collies,Dog,2,3,4,5,6
13,Border Collies,Bitch,2,3,4,5,7
13,Bouviers des Flandres,Dog,2,3,4,5,6
13,Bouviers des Flandres,Bitch,2,3,4,5,6
13,Briards,Dog,2,3,4,5,6
13,Briards,Bitch,2,3,4,5,6
13,Canaan Dogs,Dog,2,3,4,5,6
13,Canaan Dogs,Bitch,2,3,4,5,6
13,Cardigan Welsh Corgis,Dog,2,3,4,5,6
13,Cardigan Welsh Corgis,Bitch,2,3,4,5,7
13,Collies (Rough),Dog,2,3,4,5,6
13,Collies (Rough),Bitch,2,4,5,6,8
13,Collies (Smooth),Dog,2,3,4,5,6
13,Collies (Smooth),Bitch,2,3,4,5,6
13,Entlebucher Mountain Dogs,Dog,2,3,4,5,6
13,Entlebucher Mountain Dogs,Bitch,2,3,4,5,6
13,Finnish Lapphunds,Dog,2,3,4,5,6
13,Finnish Lapphunds,Bitch,2,3,4,5,6
13,German Shepherd Dogs,Dog,2,3,4,5,6
13,German Shepherd Dogs,Bitch,2,4,6,7,10
13,Icelandic Sheepdogs,Dog,2,3,4,5,6
13,Icelandic Sheepdogs,Bitch,2,3,4,5,7
13,Lancashire Heelers,Dog,2,3,4,5,6
13,Lancashire Heelers,Bitch,2,3,4,5,6
13,Miniature American Shepherds,Dog,2,3,4,5,7
13,Miniature American Shepherds,Bitch,2,4,5,7,10
13,Mudik,Dog,2,3,4,5,6
13,Mudik,Bitch,2,3,4,5,6
13,Norwegian Buhunds,Dog,2,3,4,5,6
13,Norwegian Buhunds,Bitch,2,3,4,5,6
13,Old English Sheepdogs,Dog,2,3,4,5,6
13,Old English Sheepdogs,Bitch,2,3,4,5,6
13,Pembroke Welsh Corgis,Dog,2,4,6,7,9
13,Pembroke Welsh Corgis,Bitch,2,5,8,11,16
14,Polish Lowland Sheepdogs,Dog,2,3,4,5,6
14,Polish Lowland Sheepdogs,Bitch,2,3,4,5,6
14,Pulik,Dog,2,3,4,5,6
14,Pulik,Bitch,2,3,4,5,6
14,Pumik,Dog,2,3,4,5,6
14,Pumik,Bitch,2,3,4,5,6
14,Pyrenean Shepherds,Dog,2,3,4,5,6
14,Pyrenean Shepherds,Bitch,2,3,4,5,6
14,Shetland Sheepdogs,Dog,2,5,7,8,11
14,Shetland Sheepdogs,Bitch,2,6,10,13,19
14,Spanish Water Dogs,Dog,2,3,4,5,6
14,Spanish Water Dogs,Bitch,2,3,4,5,6
14,Swedish Vallhunds,Dog,2,3,4,5,6
14,Swedish Vallhunds,Bitch,2,3,4,5,6
14,ALL OTHER BREEDS AND VARIETIES,Dog,2,3,4,5,6
14,ALL OTHER BREEDS AND VARIETIES,Bitch,2,3,4,5,6
14,Barbets,Dog,2,3,4,5,6
14,Barbets,Bitch,2,3,4,5,6
14,Bracchi Italiani,Dog,2,3,4,5,6
14,Bracchi Italiani,Bitch,2,3,4,5,6
14,Brittanys,Dog,2,3,4,5,6
14,Brittanys,Bitch,2,3,4,5,6
14,Lagotti Romagnoli,Dog,2,3,4,5,6
14,Lagotti Romagnoli,Bitch,2,3,4,5,6
14,Nederlandse Kooikerhondjes,Dog,2,3,4,5,6
14,Nederlandse Kooikerhondjes,Bitch,2,3,4,5,6
14,Pointers,Dog,2,3,4,5,6
14,Pointers,Bitch,2,3,4,5,6
14,Pointers (German Shorthaired),Dog,2,3,4,5,8
14,Pointers (German Shorthaired),Bitch,2,3,4,6,10
14,Pointers (German Wirehaired),Dog,2,3,4,5,6
14,Pointers (German Wirehaired),Bitch,2,3,4,5,6
14,Retrievers (Chesapeake Bay),Dog,2,3,4,5,6
14,Retrievers (Chesapeake Bay),Bitch,2,3,4,5,6
14,Retrievers (Curly-Coated),Dog,2,3,4,5,6
14,Retrievers (Curly-Coated),Bitch,2,3,4,5,6
14,Retrievers (Flat-Coated),Dog,2,3,4,5,6
14,Retrievers (Flat-Coated),Bitch,2,3,4,5,6
14,Retrievers (Golden),Dog,2,7,11,13,16
14,Retrievers (Golden),Bitch,3,11,18,20,24
14,Retrievers (Labrador),Dog,2,6,10,12,15
14,Retrievers (Labrador),Bitch,2,8,14,15,18
14,Retrievers (Nova Scotia Duck Tolling),Dog,2,3,4,5,6
14,Retrievers (Nova Scotia Duck Tolling),Bitch,2,3,4,5,6
14,Setters (English),Dog,2,3,4,5,6
14,Setters (English),Bitch,2,3,4,5,6
14,Setters (Gordon),Dog,2,3,4,5,6
14,Setters (Gordon),Bitch,2,3,4,5,6
14,Setters (Irish),Dog,2,3,4,5,6
14,Setters (Irish),Bitch,2,4,5,6,7
14,Setters (Irish Red and White),Dog,2,3,4,5,6
14,Setters (Irish Red and White),Bitch,2,3,4,5,6
14,Spaniels (American Water),Dog,2,3,4,5,6
14,Spaniels (American Water),Bitch,2,3,4,5,6
14,Spaniels (Boykin),Dog,2,3,4,5,6
14,Spaniels (Boykin),Bitch,2,3,4,5,6
14,Spaniels (Clumber),Dog,2,3,4,5,6
14,Spaniels (Clumber),Bitch,2,3,4,5,6
14,Spaniels (Cocker) Black,Dog,2,3,4,5,6
14,Spaniels (Cocker) Black,Bitch,2,3,4,5,6
14,Spaniels (Cocker) ASCOB,Dog,2,3,4,5,6
14,Spaniels (Cocker) ASCOB,Bitch,2,3,4,5,6
14,Spaniels (Cocker) Parti,Dog,2,3,4,5,6
14,Spaniels (Cocker) Parti,Bitch,2,3,4,5,6
14,Spaniels (English Cocker),Dog,2,3,4,5,6
14,Spaniels (English Cocker),Bitch,2,4,6,8,11
14,Spaniels (English Springer),Dog,2,3,4,5,6
14,Spaniels (English Springer),Bitch,2,3,4,5,6
14,Spaniels (Field),Dog,2,3,4,5,6
14,Spaniels (Field),Bitch,2,3,4,5,6
14,Spaniels (Irish Water),Dog,2,3,4,5,6
14,Spaniels (Irish Water),Bitch,2,3,4,5,6
14,Spaniels (Sussex),Dog,2,3,4,5,6
14,Spaniels (Sussex),Bitch,2,3,4,5,6
14,Spaniels (Welsh Springer),Dog,2,3,4,5,6
14,Spaniels (Welsh Springer),Bitch,2,3,4,5,6
14,Spinoni Italiani,Dog,2,3,4,5,6
14,Spinoni Italiani,Bitch,2,3,4,5,6
14,Vizslas,Dog,2,4,6,7,10
14,Vizslas,Bitch,2,5,7,11,17
14,Weimaraners,Dog,2,3,4,5,6
14,Weimaraners,Bitch,2,3,4,5,6
14,Wirehaired Pointing Griffons,Dog,2,3,4,5,6
14,Wirehaired Pointing Griffons,Bitch,2,3,4,5,6
14,Wirehaired Vizslas,Dog,2,3,4,5,6
14,Wirehaired Vizslas,Bitch,2,3,4,5,6
